mean_ranks,created_at,loss,train_loss,epoch
1127.3499755859375,2022-04-15 09:53:49.079388,,,
1700.25,2022-04-15 09:53:49.121407,,,
1309.6500244140625,2022-04-15 09:53:49.162662,,,
716.4000244140625,2022-04-15 09:53:49.204131,,,
1087.75,2022-04-15 09:53:49.245849,,,
1737.7000732421875,2022-04-15 09:53:49.286859,,,
1007.2999877929688,2022-04-15 09:53:49.328237,,,
1503.7000732421875,2022-04-15 09:53:49.373829,,,
1772.4500732421875,2022-04-15 09:53:49.415251,,,
1089.0999755859375,2022-04-15 09:53:49.458084,,,
834.7000122070312,2022-04-15 09:53:49.500829,,,
1403.7000732421875,2022-04-15 09:53:49.543141,,,
1880.4000244140625,2022-04-15 09:53:49.584287,,,
588.3500366210938,2022-04-15 09:53:49.626883,,,
907.2000122070312,2022-04-15 09:53:49.668661,,,
1016.6000366210938,2022-04-15 09:53:49.709962,,,
742.6500244140625,2022-04-15 09:53:49.752086,,,
819.1000366210938,2022-04-15 09:53:49.793246,,,
636.75,2022-04-15 09:53:49.834028,,,
1469.550048828125,2022-04-15 09:53:49.876000,,,
1720.75,2022-04-15 09:53:49.917711,,,
1011.7999877929688,2022-04-15 09:53:49.959350,,,
1750.7000732421875,2022-04-15 09:53:50.001532,,,
815.0,2022-04-15 09:53:50.042830,,,
985.0,2022-04-15 09:53:50.084264,,,
1435.1500244140625,2022-04-15 09:53:50.126468,,,
956.6500244140625,2022-04-15 09:53:50.167583,,,
1283.2000732421875,2022-04-15 09:53:50.210867,,,
1394.2000732421875,2022-04-15 09:53:50.252684,,,
1825.550048828125,2022-04-15 09:53:50.294136,,,
1250.5,2022-04-15 09:53:50.336715,,,
1364.2000732421875,2022-04-15 09:53:50.379939,,,
1056.300048828125,2022-04-15 09:53:50.421860,,,
1486.300048828125,2022-04-15 09:53:50.463297,,,
1908.9000244140625,2022-04-15 09:53:50.505515,,,
549.6000366210938,2022-04-15 09:53:50.547640,,,
1799.8499755859375,2022-04-15 09:53:50.588947,,,
2007.2000732421875,2022-04-15 09:53:50.630021,,,
1088.800048828125,2022-04-15 09:53:50.671603,,,
1401.550048828125,2022-04-15 09:53:50.713053,,,
688.6000366210938,2022-04-15 09:53:50.755043,,,
1276.050048828125,2022-04-15 09:53:50.795956,,,
